GOSECSBJ,KISMODE,KISLEVEL,GOSECLQ_UK,GOSECMED_UK,GOSECUQ_UK,GOSECPOP_UK,GOSECLQ_E,GOSECMED_E,GOSECUQ_E,GOSECPOP_E,GOSECLQ_NI,GOSECMED_NI,GOSECUQ_NI,GOSECPOP_NI,GOSECLQ_S,GOSECMED_S,GOSECUQ_S,GOSECPOP_S,GOSECLQ_W,GOSECMED_W,GOSECUQ_W,GOSECPOP_W
CAH05,01,03,29000,32000,36000,1595,30000,32500,36000,1290,30000,35000,36000,45,27000,31000,34000,180,29000,32000,34000,85
CAH05,01,04,23000,25000,26000,250,23000,25000,26000,235,NA,NA,NA,NA,NA,NA,NA,NA,24000,25000,25000,15
CAH05,02,03,25000,28000,28500,25,25000,28000,28500,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05,02,04,28000,32000,35000,40,29000,32000,35000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01,01,03,29000,32000,36000,1595,30000,32500,36000,1290,30000,35000,36000,45,27000,31000,34000,180,29000,32000,34000,85
CAH05-01,01,04,23000,25000,26000,250,23000,25000,26000,235,NA,NA,NA,NA,NA,NA,NA,NA,24000,25000,25000,15
CAH05-01,02,03,25000,28000,28500,25,25000,28000,28500,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01,02,04,28000,32000,35000,40,29000,32000,35000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-01,01,03,30500,34000,36000,1300,31000,34000,37000,1065,33000,36000,36000,35,30000,33000,35000,130,30000,33000,35000,70
CAH05-01-02,01,03,23000,25000,27000,295,23000,25000,27500,225,NA,NA,NA,NA,22000,24000,25000,50,24500,26000,27500,15
CAH05-01-02,01,04,23000,25000,26000,245,23000,25000,26000,230,NA,NA,NA,NA,NA,NA,NA,NA,24000,25000,25000,15
CAH05-01-02,02,03,25000,28000,28500,25,25000,28000,28500,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH05-01-02,02,04,28000,32000,35000,40,29000,32000,35000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06,01,03,21000,24000,27500,2185,21000,24000,27500,1765,22000,25000,30000,85,22000,25000,28000,215,19500,22500,26000,120
CAH06,01,04,18000,22500,27000,605,18500,23000,27000,490,NA,NA,NA,NA,18500,22000,28000,90,14000,19000,22000,25
CAH06,02,03,23000,27500,30000,60,23000,27000,30000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06,02,04,26000,30000,35000,140,23000,29000,32000,75,NA,NA,NA,NA,29000,30000,37500,55,20000,22000,28000,15
CAH06-01,01,03,21000,24000,27500,2185,21000,24000,27500,1765,22000,25000,30000,85,22000,25000,28000,215,19500,22500,26000,120
CAH06-01,01,04,18000,22500,27000,605,18500,23000,27000,490,NA,NA,NA,NA,18500,22000,28000,90,14000,19000,22000,25
CAH06-01,02,03,23000,27500,30000,60,23000,27000,30000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01,02,04,26000,30000,35000,140,23000,29000,32000,75,NA,NA,NA,NA,29000,30000,37500,55,20000,22000,28000,15
CAH06-01-01,01,03,20000,22000,24500,930,20000,22000,24500,835,NA,NA,NA,NA,21500,23000,25000,35,18000,21000,23000,50
CAH06-01-01,01,04,18000,20000,24000,85,18000,20500,24000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,02,03,20000,23000,29000,25,18500,21500,29000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-01,02,04,20000,27000,31500,20,18000,27000,32000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-02,01,03,24000,26000,28000,25,24000,26000,28000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,01,03,23000,26000,30000,770,24000,26500,30000,590,22000,28000,32000,45,21500,25000,29000,90,20000,24000,28000,40
CAH06-01-03,01,04,18000,21000,25000,310,18000,22000,26000,240,NA,NA,NA,NA,17000,20000,23000,55,19000,20000,23000,10
CAH06-01-03,02,03,24000,27500,31000,25,24000,26000,30000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-03,02,04,26000,30500,37500,55,28000,30500,37500,15,NA,NA,NA,NA,30000,32000,40000,30,NA,NA,NA,NA
CAH06-01-04,01,03,21000,24000,25000,50,19500,23000,25000,30,NA,NA,NA,NA,23500,25000,29000,15,NA,NA,NA,NA
CAH06-01-04,01,04,20500,24000,28000,25,NA,NA,NA,NA,NA,NA,NA,NA,20000,24000,29500,15,NA,NA,NA,NA
CAH06-01-05,01,03,24000,26000,27000,50,24000,25000,27500,25,NA,NA,NA,NA,25500,27000,27000,15,NA,NA,NA,NA
CAH06-01-05,01,04,23000,28000,29500,30,21000,23000,28000,10,NA,NA,NA,NA,27000,29000,29500,15,NA,NA,NA,NA
CAH06-01-05,02,04,28500,30000,35500,30,NA,NA,NA,NA,NA,NA,NA,NA,28500,30000,35000,20,NA,NA,NA,NA
CAH06-01-06,01,03,22500,26000,28500,85,24500,26000,30000,30,22000,24000,24000,10,22000,26500,28000,40,NA,NA,NA,NA
CAH06-01-06,01,04,26000,30000,35000,70,26000,30000,35000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-06,02,04,23000,28000,29500,20,23000,28000,29500,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-07,01,03,24000,27000,29500,220,24000,27000,30000,185,NA,NA,NA,NA,22000,24000,27000,15,NA,NA,NA,NA
CAH06-01-07,01,04,20000,25000,26000,30,20000,25000,26000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-07,02,03,28000,35000,55000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-08,01,03,23000,27000,30000,60,24000,27000,30000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH06-01-08,01,04,17000,21000,28000,60,17000,20500,28000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07,01,03,24000,28000,32500,8160,24000,28000,33000,7175,24000,26000,28000,115,23500,27000,31000,585,21000,24500,28000,265
CAH07,01,04,18000,23000,24500,20,12000,23000,23000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07,02,03,24000,29000,37000,260,23000,29000,36000,210,NA,NA,NA,NA,29000,36000,42000,30,24000,27000,32500,15
CAH07,02,04,25000,40000,46500,100,28000,40000,47000,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01,01,03,25500,30000,35000,3245,26000,30000,35000,2815,23500,27000,30000,65,25000,28500,33000,265,22500,26500,29000,95
CAH07-01,02,03,25000,29000,45000,60,25000,30000,47500,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01,02,04,28000,66000,100000,15,39000,66000,126000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-01,01,03,26000,30000,35000,2910,26500,30000,35000,2540,23500,25500,30000,60,25000,28500,33000,230,22500,26500,30000,80
CAH07-01-01,02,03,24000,28500,36000,55,24000,28500,36000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-01-02,01,03,24500,29000,33500,340,24500,29500,34000,280,NA,NA,NA,NA,24000,28500,32500,35,23000,25000,28000,15
CAH07-02,01,03,24000,27000,32000,3135,24000,27500,32000,2765,25000,26500,27000,40,23500,26000,30000,210,21000,24500,28000,105
CAH07-02,02,03,27500,33500,40000,35,27500,33500,39500,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02,02,04,25000,31000,37000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02-01,01,03,24000,27000,32000,3135,24000,27500,32000,2765,25000,26500,27000,40,23500,26000,30000,210,21000,24500,28000,105
CAH07-02-01,02,03,27500,33500,40000,35,27500,33500,39500,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-02-01,02,04,25000,31000,37000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04,01,03,21500,25000,30000,1780,21500,25000,30000,1590,22500,24000,25000,10,22000,25000,28000,110,20000,23000,26000,60
CAH07-04,01,04,12000,18000,24500,10,12000,18000,24500,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04,02,03,22500,28500,36000,165,22000,27000,33000,125,NA,NA,NA,NA,30000,36000,43500,25,24000,32000,35000,10
CAH07-04,02,04,24000,41000,46000,75,26500,42000,46500,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-01,01,03,23000,24000,25000,10,23000,24000,25000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-01,02,03,24000,29000,36000,45,24000,28000,35000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-02,01,03,21000,24000,27000,1270,21000,24000,27000,1110,NA,NA,NA,NA,22000,25000,28000,90,20000,22500,26000,60
CAH07-04-02,02,03,20000,22000,29500,30,14000,22000,29500,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-02,02,04,43000,45000,47000,40,43000,45000,48000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-03,01,03,23000,24000,26000,35,23000,24000,30000,25,NA,NA,NA,NA,20000,23000,25000,10,NA,NA,NA,NA
CAH07-04-03,02,03,27000,30000,42000,40,26000,29000,40000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-04,01,03,26000,30000,35500,465,26500,30000,35500,445,NA,NA,NA,NA,28000,32000,33500,15,NA,NA,NA,NA
CAH07-04-04,02,03,24000,29000,36000,45,24000,28000,35000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-04,02,04,21000,24000,32000,35,22000,26500,33000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09,01,03,25500,30000,35000,5835,26000,30000,35500,5150,23000,25000,29000,85,24000,28000,32500,420,24000,26000,29000,165
CAH09,02,03,25000,30000,40000,260,25000,30000,40000,215,NA,NA,NA,NA,27500,31000,37000,25,18000,27000,30500,10
CAH09,02,04,30500,50000,70000,70,30500,52000,70000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01,01,03,25500,30000,35000,5835,26000,30000,35500,5150,23000,25000,29000,85,24000,28000,32500,420,24000,26000,29000,165
CAH09-01,02,03,25000,30000,40000,260,25000,30000,40000,215,NA,NA,NA,NA,27500,31000,37000,25,18000,27000,30500,10
CAH09-01,02,04,30500,50000,70000,70,30500,52000,70000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-01,01,03,25000,30000,35000,5405,26000,30000,35000,4835,23000,25000,29000,75,24000,28000,32000,320,24000,26000,29000,160
CAH09-01-01,02,03,25000,30000,38000,220,25000,30000,39000,185,NA,NA,NA,NA,27500,31000,35000,20,NA,NA,NA,NA
CAH09-01-01,02,04,25000,52000,78000,35,25000,52000,78000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-02,01,03,29500,35000,42000,40,29500,35000,42000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-03,01,03,26500,31000,37000,395,28000,33000,38000,275,NA,NA,NA,NA,25000,28500,33000,105,NA,NA,NA,NA
CAH09-01-03,02,03,27000,40000,49000,35,27000,40000,49000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-03,02,04,35000,50000,66000,35,35000,50000,66000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10,01,03,27000,30000,34000,19625,27500,30000,34500,16270,25000,28000,31500,545,27000,30000,32500,2175,25500,28500,31500,615
CAH10,01,04,22500,27000,35000,455,22500,27000,34000,425,NA,NA,NA,NA,21000,30000,40000,15,25000,35000,36000,15
CAH10,02,03,32000,40000,50000,1995,32000,40000,50000,1595,32000,40000,43000,60,33500,43000,53000,235,33500,38000,46000,105
CAH10,02,04,32500,40000,46500,920,32500,40000,46500,765,NA,NA,NA,NA,31500,40000,53000,65,35000,39500,46000,75
CAH10-01,01,03,27000,30000,34000,18685,27500,30000,34500,15410,25000,28000,31500,545,27000,30000,33000,2120,26000,29000,31500,590
CAH10-01,01,04,23000,27000,35000,415,23000,27000,34000,390,NA,NA,NA,NA,21000,25500,40000,10,25000,35000,36000,10
CAH10-01,02,03,32000,40000,50000,1960,32000,40000,50000,1560,32000,40000,43000,60,33500,43000,53000,235,33500,38000,46000,105
CAH10-01,02,04,32500,40000,46000,820,32500,40000,46000,680,NA,NA,NA,NA,31500,40000,55000,65,35000,40000,46000,75
CAH10-01-01,01,03,27000,31000,35500,1365,27500,32000,36000,1150,25000,29000,31000,65,25000,28000,32000,125,24000,27000,30000,25
CAH10-01-01,01,04,24000,29000,37000,120,24000,29500,37000,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-01,02,03,35000,43000,52500,585,36000,44000,53000,465,32000,40000,45000,35,33000,45000,60000,65,33500,40000,47000,20
CAH10-01-01,02,04,32000,40000,46500,305,32000,39000,46000,275,NA,NA,NA,NA,35000,46500,55000,20,NA,NA,NA,NA
CAH10-01-02,01,03,27000,30000,34000,5500,27500,30000,34000,4490,25000,28000,30500,135,27000,30000,33000,695,26000,29000,32000,175
CAH10-01-02,01,04,22000,28000,36000,60,22000,28000,34000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-02,02,03,32000,38000,47000,425,31000,38000,46500,350,NA,NA,NA,NA,33500,46000,53000,40,33500,38000,42000,25
CAH10-01-02,02,04,35000,40000,44500,110,35000,40000,45000,90,NA,NA,NA,NA,NA,NA,NA,NA,31000,35000,36000,15
CAH10-01-03,01,03,25500,30000,34000,1205,26000,30000,34000,1135,24000,27000,30000,25,28000,30000,35000,20,22000,26000,32000,25
CAH10-01-03,01,04,25000,27000,36000,25,19000,26500,34000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-03,02,03,31000,39500,46000,165,30000,39500,46000,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-03,02,04,35500,42000,48500,55,32000,40000,48500,35,NA,NA,NA,NA,NA,NA,NA,NA,40000,42000,48000,20
CAH10-01-04,01,03,27500,30000,34000,2010,28000,30000,34000,1790,26000,28500,32500,30,28000,30000,32500,110,25000,28500,31500,75
CAH10-01-04,01,04,22000,25500,26000,35,22000,25500,26000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-04,02,03,29000,37000,48000,90,29000,36000,49000,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-04,02,04,40000,44000,45000,40,38000,44000,47500,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-05,01,03,26500,30000,34000,65,26000,28500,34000,35,NA,NA,NA,NA,28000,30000,34000,30,NA,NA,NA,NA
CAH10-01-06,01,03,25000,29000,32500,595,25000,29000,33000,480,26000,27500,30000,40,26000,30000,32000,55,24000,29000,30000,20
CAH10-01-06,01,04,21000,23000,35000,10,21000,23000,26500,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-06,02,03,29500,45000,60000,10,25000,40000,60000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-06,02,04,28000,31500,45000,55,29000,34000,50000,40,NA,NA,NA,NA,24000,25000,29000,10,NA,NA,NA,NA
CAH10-01-07,01,03,27000,29500,32000,3235,27500,30000,32000,2500,25000,28000,30000,135,27000,29000,31000,450,27000,29000,30500,145
CAH10-01-07,01,04,23000,27500,32500,85,23000,27500,32500,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-07,02,03,30000,35000,44000,285,29000,34500,47000,215,NA,NA,NA,NA,30000,37000,43500,40,33000,36000,38000,25
CAH10-01-07,02,04,28500,35500,45000,55,28000,38000,45000,40,NA,NA,NA,NA,NA,NA,NA,NA,30000,35500,46000,15
CAH10-01-08,01,03,28000,31000,35500,2625,28000,31000,36000,2115,27500,31000,37500,60,28000,30000,33000,375,25500,28000,30000,75
CAH10-01-08,01,04,22000,30000,38000,70,23000,29000,38000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-08,02,03,36000,44000,53000,330,36000,44000,52000,240,NA,NA,NA,NA,36500,43000,55000,60,39000,47500,60000,20
CAH10-01-08,02,04,34000,40000,50000,180,33000,40000,50000,140,NA,NA,NA,NA,38000,40000,60000,15,35000,39500,45000,25
CAH10-01-09,01,03,28000,31500,35000,2060,28500,32000,36000,1705,25000,28000,32000,50,28000,31500,35000,250,25000,29000,34000,55
CAH10-01-09,02,03,30000,42000,46000,35,28000,39000,45000,20,NA,NA,NA,NA,28500,45000,60000,10,NA,NA,NA,NA
CAH10-01-09,02,04,34000,38000,43000,20,33500,37000,38000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-10,01,03,28500,33000,41000,20,NA,NA,NA,NA,NA,NA,NA,NA,28500,30000,36000,10,NA,NA,NA,NA
CAH10-01-10,02,03,42000,49000,60000,40,45000,50000,60000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,01,03,24000,28000,33000,940,24000,28500,33500,860,NA,NA,NA,NA,20500,25000,30000,55,24000,27000,30500,25
CAH10-03,01,04,20500,26000,31500,40,20000,25000,30000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,02,03,34000,38000,48000,35,32000,38000,48000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,02,04,32000,40000,48000,100,32000,40000,50000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-01,02,04,33500,40000,50000,80,33500,40000,50000,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-02,01,03,28000,32000,35000,200,28000,32000,35500,185,NA,NA,NA,NA,NA,NA,NA,NA,26000,30000,30500,15
CAH10-03-02,02,03,35000,36500,40000,15,35000,36500,40000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-03,01,03,21000,24000,30000,30,21000,23000,28000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-04,01,03,28000,31000,34000,90,28000,31000,34000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-04,01,04,25000,31500,37000,20,25000,30000,37000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-05,01,03,22000,26000,31000,50,21500,26500,32000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-06,01,03,22000,25000,30000,410,22000,25000,30000,365,NA,NA,NA,NA,20000,24000,25000,40,NA,NA,NA,NA
CAH10-03-06,01,04,19000,21000,25000,15,19000,21000,25000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-06,02,04,32000,42000,45000,10,32000,42000,45000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-07,01,03,28000,32000,37500,145,28500,32500,38000,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11,01,03,25000,30000,35000,14465,25000,30000,36000,11850,25000,28000,32000,780,25000,30000,35000,1375,21500,25000,30000,435
CAH11,01,04,20000,23000,28000,300,20000,23000,30000,265,NA,NA,NA,NA,21500,22000,26000,10,19500,24000,25000,25
CAH11,02,03,25000,30500,42000,1005,25000,31000,44000,780,26000,29500,38000,95,28000,32000,40000,80,23500,26000,36000,50
CAH11,02,04,27000,36000,45000,250,27000,35000,46000,155,NA,NA,NA,NA,30000,42000,47000,70,20000,22000,29000,15
CAH11-01,01,03,25000,30000,35000,14465,25000,30000,36000,11850,25000,28000,32000,780,25000,30000,35000,1375,21500,25000,30000,435
CAH11-01,01,04,20000,23000,28000,300,20000,23000,30000,265,NA,NA,NA,NA,21500,22000,26000,10,19500,24000,25000,25
CAH11-01,02,03,25000,30500,42000,1005,25000,31000,44000,780,26000,29500,38000,95,28000,32000,40000,80,23500,26000,36000,50
CAH11-01,02,04,27000,36000,45000,250,27000,35000,46000,155,NA,NA,NA,NA,30000,42000,47000,70,20000,22000,29000,15
CAH11-01-01,01,03,26000,31000,38000,8735,26000,32000,39000,7295,24500,28000,32000,460,25000,31000,37000,770,22000,25500,30000,205
CAH11-01-01,01,04,19000,22000,27500,230,19000,23000,29000,205,NA,NA,NA,NA,21500,22000,26000,10,18000,19500,25000,15
CAH11-01-01,02,03,25000,30000,40000,340,24000,30000,40000,255,26000,30000,38500,65,25000,32000,37000,10,NA,NA,NA,NA
CAH11-01-01,02,04,30000,40000,50000,75,30000,38500,53000,50,NA,NA,NA,NA,38500,45000,47000,25,NA,NA,NA,NA
CAH11-01-02,01,03,23000,26000,30000,445,23000,26000,31500,330,24000,26000,29500,50,22500,26000,30000,65,NA,NA,NA,NA
CAH11-01-02,02,03,28000,35000,47500,450,28000,35000,49000,345,26000,28000,34000,25,30000,33500,49000,55,23500,34500,40000,30
CAH11-01-02,02,04,25000,33000,43000,135,27000,34000,43000,95,NA,NA,NA,NA,25000,30000,45000,25,NA,NA,NA,NA
CAH11-01-03,01,03,23000,27000,32000,355,24000,28000,33000,240,22000,26000,28000,70,24000,26000,31000,15,19500,24000,27000,30
